"hashtag_variant","card_id","title_mi","title_en","lang","lang_name","caption","char_count","hashtags","image_bilingual","image_lang","course_url","fits_x_280","fits_bluesky_300","fits_mastodon"
"per_card","raupatu","Raupatu — He raupatu tonu","Raupatu — It is still raupatu","mi","Te Reo Māori","Ehara te raupatu i ngā rā o mua. Kua hangaia matihikotia.
He raupatu tonu tēnei — kāore he whakaaetanga, kāore he whakahokinga.

Akoranga kore utu → kiwidialectic.com
#Raupatu #TeManaRaraunga","191","#Raupatu #TeManaRaraunga","https://te-pa.org/social-kit/campaign-raupatu.png","https://te-pa.org/social-kit/campaign-raupatu-mi.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","raupatu","Raupatu — He raupatu tonu","Raupatu — It is still raupatu","en","English","Ehara te raupatu i ngā rā o mua. Kua hangaia matihikotia.
Raupatu is not history. It became digital.

Akoranga kore utu → kiwidialectic.com
#Raupatu #TeManaRaraunga","164","#Raupatu #TeManaRaraunga","https://te-pa.org/social-kit/campaign-raupatu.png","https://te-pa.org/social-kit/campaign-raupatu-en.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","raupatu","Raupatu — He raupatu tonu","Raupatu — It is still raupatu","pt","Português","Ehara te raupatu i ngā rā o mua. Kua hangaia matihikotia.
A confiscação não é história. Tornou-se digital.

Curso gratuito → kiwidialectic.com
#Raupatu #SoberaniaDeDados","169","#Raupatu #SoberaniaDeDados","https://te-pa.org/social-kit/campaign-raupatu.png","https://te-pa.org/social-kit/campaign-raupatu-pt.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","raupatu","Raupatu — He raupatu tonu","Raupatu — It is still raupatu","gn","Avañe’ẽ (Guaraní)","Ehara te raupatu i ngā rā o mua. Kua hangaia matihikotia.
Pe ñemboyke ndaha’éi tembiasakue. Oñembohasa dihitálpe.

Mbo’esyry reigua → kiwidialectic.com
#Raupatu #TeManaRaraunga","176","#Raupatu #TeManaRaraunga","https://te-pa.org/social-kit/campaign-raupatu.png","https://te-pa.org/social-kit/campaign-raupatu-gn.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","raupatu","Raupatu — He raupatu tonu","Raupatu — It is still raupatu","sm","Gagana Sāmoa","Ehara te raupatu i ngā rā o mua. Kua hangaia matihikotia.
O le aveeseina e lē o se talafaasolopito. Ua avea ma mea fa‘atekonolosi.

A‘oa‘oga e leai se totogi → kiwidialectic.com
#Raupatu #TeManaRaraunga","202","#Raupatu #TeManaRaraunga","https://te-pa.org/social-kit/campaign-raupatu.png","https://te-pa.org/social-kit/campaign-raupatu-sm.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","3-questions","He aha ōu pātai?","3 Questions","mi","Te Reo Māori","E toru ngā pātai i mua i tō ‘whakaae’:
1. Nā wai ēnei raraunga?
2. Mō wai te painga?
3. Mā wai e whakatau?

Akoranga kore utu → kiwidialectic.com
#HeAhaŌuPātai","159","#HeAhaŌuPātai","https://te-pa.org/social-kit/campaign-3-questions.png","https://te-pa.org/social-kit/campaign-3-questions-mi.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","3-questions","He aha ōu pātai?","3 Questions","en","English","E toru ngā pātai i mua i tō ‘whakaae’:
1. Nā wai? 2. Mō wai te painga? 3. Mā wai e whakatau?

Before you click ‘accept’, ask: whose, who profits, who decides.

Akoranga kore utu → kiwidialectic.com
#HeAhaŌuPātai","211","#HeAhaŌuPātai","https://te-pa.org/social-kit/campaign-3-questions.png","https://te-pa.org/social-kit/campaign-3-questions-en.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","3-questions","He aha ōu pātai?","3 Questions","pt","Português","E toru ngā pātai i mua i tō ‘whakaae’:
1. Nā wai? 2. Mō wai te painga? 3. Mā wai e whakatau?

Antes de aceitar, pergunte: de quem, quem lucra, quem decide.

Curso gratuito → kiwidialectic.com
#HeAhaŌuPātai","205","#HeAhaŌuPātai","https://te-pa.org/social-kit/campaign-3-questions.png","https://te-pa.org/social-kit/campaign-3-questions-pt.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","3-questions","He aha ōu pātai?","3 Questions","gn","Avañe’ẽ (Guaraní)","E toru ngā pātai i mua i tō ‘whakaae’:
1. Nā wai? 2. Mō wai te painga? 3. Mā wai e whakatau?

Eporandu raẽ: mávapa, máva oñemoirũ, máva odesidi.

Mbo’esyry reigua → kiwidialectic.com
#HeAhaŌuPātai","196","#HeAhaŌuPātai","https://te-pa.org/social-kit/campaign-3-questions.png","https://te-pa.org/social-kit/campaign-3-questions-gn.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","3-questions","He aha ōu pātai?","3 Questions","sm","Gagana Sāmoa","E toru ngā pātai i mua i tō ‘whakaae’:
1. Nā wai? 2. Mō wai te painga? 3. Mā wai e whakatau?

A‘o le e te taliaina: a ai, a ai e maua le tupe, a ai e filifili.

A‘oa‘oga e leai se totogi → kiwidialectic.com
#HeAhaŌuPātai","220","#HeAhaŌuPātai","https://te-pa.org/social-kit/campaign-3-questions.png","https://te-pa.org/social-kit/campaign-3-questions-sm.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","te-mana-raraunga","Te Mana Raraunga","Data sovereignty","mi","Te Reo Māori","Ko te tangata e pupuri ana i ō raraunga, ko ia e pupuri ana i tō anamata.
Te mana raraunga — ko te tino rangatiratanga tērā.

Akoranga kore utu → kiwidialectic.com
#TeManaRaraunga","179","#TeManaRaraunga","https://te-pa.org/social-kit/campaign-te-mana-raraunga.png","https://te-pa.org/social-kit/campaign-te-mana-raraunga-mi.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","te-mana-raraunga","Te Mana Raraunga","Data sovereignty","en","English","Ko te tangata e pupuri ana i ō raraunga, ko ia e pupuri ana i tō anamata.
Whoever holds your data holds your future. Te mana raraunga = tino rangatiratanga.

Akoranga kore utu → kiwidialectic.com
#TeManaRaraunga","211","#TeManaRaraunga","https://te-pa.org/social-kit/campaign-te-mana-raraunga.png","https://te-pa.org/social-kit/campaign-te-mana-raraunga-en.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","te-mana-raraunga","Te Mana Raraunga","Data sovereignty","pt","Português","Ko te tangata e pupuri ana i ō raraunga, ko ia e pupuri ana i tō anamata.
Quem detém os teus dados detém o teu futuro. Soberania de dados = autodeterminação.

Curso gratuito → kiwidialectic.com
#TeManaRaraunga","209","#TeManaRaraunga","https://te-pa.org/social-kit/campaign-te-mana-raraunga.png","https://te-pa.org/social-kit/campaign-te-mana-raraunga-pt.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","te-mana-raraunga","Te Mana Raraunga","Data sovereignty","gn","Avañe’ẽ (Guaraní)","Ko te tangata e pupuri ana i ō raraunga, ko ia e pupuri ana i tō anamata.
Pe ojagarrávape nde mba’ekuaa, ha’e ojagarra nde tenonderã.

Mbo’esyry reigua → kiwidialectic.com
#TeManaRaraunga","187","#TeManaRaraunga","https://te-pa.org/social-kit/campaign-te-mana-raraunga.png","https://te-pa.org/social-kit/campaign-te-mana-raraunga-gn.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","te-mana-raraunga","Te Mana Raraunga","Data sovereignty","sm","Gagana Sāmoa","Ko te tangata e pupuri ana i ō raraunga, ko ia e pupuri ana i tō anamata.
O lē e umia au fa‘amaumauga, e umia foi lou lumana‘i.

A‘oa‘oga e leai se totogi → kiwidialectic.com
#TeManaRaraunga","190","#TeManaRaraunga","https://te-pa.org/social-kit/campaign-te-mana-raraunga.png","https://te-pa.org/social-kit/campaign-te-mana-raraunga-sm.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","data-sovereignty","E whā ngā mātāpono tikanga","Data sovereignty — 4 tikanga principles","mi","Te Reo Māori","E whā ngā mātāpono o te mana raraunga:
Whakapapa · Mana · Tapu · Utu

He titiro ki te ao — ehara i te rārangi arowhai noa.

Akoranga kore utu → kiwidialectic.com
#Tikanga #TeManaRaraunga","186","#Tikanga #TeManaRaraunga","https://te-pa.org/social-kit/campaign-data-sovereignty.png","https://te-pa.org/social-kit/campaign-data-sovereignty-mi.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","data-sovereignty","E whā ngā mātāpono tikanga","Data sovereignty — 4 tikanga principles","en","English","E whā ngā mātāpono o te mana raraunga:
Whakapapa · Mana · Tapu · Utu

Source, kaitiaki, what to protect, what returns to the iwi.

Akoranga kore utu → kiwidialectic.com
#Tikanga #TeManaRaraunga","193","#Tikanga #TeManaRaraunga","https://te-pa.org/social-kit/campaign-data-sovereignty.png","https://te-pa.org/social-kit/campaign-data-sovereignty-en.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","data-sovereignty","E whā ngā mātāpono tikanga","Data sovereignty — 4 tikanga principles","pt","Português","E whā ngā mātāpono o te mana raraunga:
Whakapapa · Mana · Tapu · Utu

Origem, guardiães, o que proteger, o que retorna ao povo.

Curso gratuito → kiwidialectic.com
#Tikanga #SoberaniaDeDados","190","#Tikanga #SoberaniaDeDados","https://te-pa.org/social-kit/campaign-data-sovereignty.png","https://te-pa.org/social-kit/campaign-data-sovereignty-pt.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","data-sovereignty","E whā ngā mātāpono tikanga","Data sovereignty — 4 tikanga principles","gn","Avañe’ẽ (Guaraní)","E whā ngā mātāpono o te mana raraunga:
Whakapapa · Mana · Tapu · Utu

Moñepyrũ, mo’ãhára, mba’épa oñeñangareko, mba’épa ojevy tetãygua.

Mbo’esyry reigua → kiwidialectic.com
#Tikanga #TeManaRaraunga","198","#Tikanga #TeManaRaraunga","https://te-pa.org/social-kit/campaign-data-sovereignty.png","https://te-pa.org/social-kit/campaign-data-sovereignty-gn.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","data-sovereignty","E whā ngā mātāpono tikanga","Data sovereignty — 4 tikanga principles","sm","Gagana Sāmoa","E whā ngā mātāpono o te mana raraunga:
Whakapapa · Mana · Tapu · Utu

Tupu‘aga, leoleo, mea e tatau ona puipuia, mea e toe fo‘i atu i le nu‘u.

A‘oa‘oga e leai se totogi → kiwidialectic.com
#Tikanga #TeManaRaraunga","214","#Tikanga #TeManaRaraunga","https://te-pa.org/social-kit/campaign-data-sovereignty.png","https://te-pa.org/social-kit/campaign-data-sovereignty-sm.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","enrol","Kuhu mai — Akoranga kore utu","Enrol — Free course CTA","mi","Te Reo Māori","Akona, ora ai, tiakina.
Te Pā Tūwatawata — akoranga kore utu mō te mana raraunga, te tikanga, me te raupatu matihiko. E tuwhera ana ki te katoa.

→ kiwidialectic.com
#TePāTūwatawata #AkoranganKoreUtu","199","#TePāTūwatawata #AkoranganKoreUtu","https://te-pa.org/social-kit/campaign-enrol.png","https://te-pa.org/social-kit/campaign-enrol-mi.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","enrol","Kuhu mai — Akoranga kore utu","Enrol — Free course CTA","en","English","Akona, ora ai, tiakina.
Learn it, live it, defend it. Free course on data sovereignty, tikanga, and the digital raupatu. Open to all.

→ kiwidialectic.com
#TePāTūwatawata #AkoranganKoreUtu","188","#TePāTūwatawata #AkoranganKoreUtu","https://te-pa.org/social-kit/campaign-enrol.png","https://te-pa.org/social-kit/campaign-enrol-en.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","enrol","Kuhu mai — Akoranga kore utu","Enrol — Free course CTA","pt","Português","Akona, ora ai, tiakina.
Aprende, vive, defende. Curso gratuito sobre soberania de dados, tikanga e a confiscação digital. Aberto a todos.

→ kiwidialectic.com
#TePāTūwatawata #CursoGratuito","189","#TePāTūwatawata #CursoGratuito","https://te-pa.org/social-kit/campaign-enrol.png","https://te-pa.org/social-kit/campaign-enrol-pt.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","enrol","Kuhu mai — Akoranga kore utu","Enrol — Free course CTA","gn","Avañe’ẽ (Guaraní)","Akona, ora ai, tiakina.
Eñembo’e, eiko, eñangareko. Mbo’esyry reigua mba’ekuaa mba’apo, tikanga ha ñemboyke dihitalgua rehe. Opavavépe.

→ kiwidialectic.com
#TePāTūwatawata","172","#TePāTūwatawata","https://te-pa.org/social-kit/campaign-enrol.png","https://te-pa.org/social-kit/campaign-enrol-gn.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","enrol","Kuhu mai — Akoranga kore utu","Enrol — Free course CTA","sm","Gagana Sāmoa","Akona, ora ai, tiakina.
A‘oa‘o, ola ai, puipuia. A‘oa‘oga e leai se totogi i le pulea o fa‘amaumauga, tikanga, ma le aveeseina fa‘atekonolosi. Mo tagata uma.

→ kiwidialectic.com
#TePāTūwatawata","194","#TePāTūwatawata","https://te-pa.org/social-kit/campaign-enrol.png","https://te-pa.org/social-kit/campaign-enrol-sm.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","anamata","Anamata — Ko tātou te anamata","Anamata — We are the future","mi","Te Reo Māori","Ko tātou te anamata.
Whakahokia mai ngā taputapu. Whakahokia mai te kōrero. Whakahokia mai te raraunga.

Akoranga kore utu → kiwidialectic.com
#Anamata #TeManaRaraunga","167","#Anamata #TeManaRaraunga","https://te-pa.org/social-kit/campaign-anamata.png","https://te-pa.org/social-kit/campaign-anamata-mi.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","anamata","Anamata — Ko tātou te anamata","Anamata — We are the future","en","English","Ko tātou te anamata.
We are the future. The next century of te reo and mātauranga will be built — or stolen — in code.

Akoranga kore utu → kiwidialectic.com
#Anamata #TeManaRaraunga","182","#Anamata #TeManaRaraunga","https://te-pa.org/social-kit/campaign-anamata.png","https://te-pa.org/social-kit/campaign-anamata-en.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","anamata","Anamata — Ko tātou te anamata","Anamata — We are the future","pt","Português","Ko tātou te anamata.
Nós somos o futuro. O próximo século de língua e saber será construído — ou roubado — em código.

Curso gratuito → kiwidialectic.com
#Anamata #SoberaniaDeDados","180","#Anamata #SoberaniaDeDados","https://te-pa.org/social-kit/campaign-anamata.png","https://te-pa.org/social-kit/campaign-anamata-pt.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","anamata","Anamata — Ko tātou te anamata","Anamata — We are the future","gn","Avañe’ẽ (Guaraní)","Ko tātou te anamata.
Ñande hína pe tenonderã. Pe siglo oúva ñe’ẽ ha arandúpe ojejapóta — térã oñembyaíta — kódigope.

Mbo’esyry reigua → kiwidialectic.com
#Anamata #TeManaRaraunga","179","#Anamata #TeManaRaraunga","https://te-pa.org/social-kit/campaign-anamata.png","https://te-pa.org/social-kit/campaign-anamata-gn.png","https://kiwidialectic.com","yes","yes","yes"
"per_card","anamata","Anamata — Ko tātou te anamata","Anamata — We are the future","sm","Gagana Sāmoa","Ko tātou te anamata.
O i tatou o le lumana‘i. O le isi seneturi o le gagana ma le poto masani o le a fausia — pe gaoia — i le code.

A‘oa‘oga e leai se totogi → kiwidialectic.com
#Anamata #TeManaRaraunga","203","#Anamata #TeManaRaraunga","https://te-pa.org/social-kit/campaign-anamata.png","https://te-pa.org/social-kit/campaign-anamata-sm.png","https://kiwidialectic.com","yes","yes","yes"
